delta_t,timestamp
7720,1442566160
7940,1442566163
19920,1442566164
1260,1442566187
13040,1442566198
18900,1442566200
15900,1442566201
2780,1442566216
17400,1442566233
1100,1442566237
6940,1442566240
2740,1442566250
3400,1442566250
17920,1442566258
5500,1442566263
11740,1442566273
120,1442566281
10940,1442566287
2180,1442566307
580,1442566371
1280,1442566384
4940,1442566391
4900,1442566396
15300,1442566411
360,1442566411
14080,1442566414
2500,1442566424
18740,1442566424
17380,1442566433
1340,1442566436
8060,1442566437
840,1442566448
1080,1442566448
17680,1442566458
980,1442566465
7700,1442566469
1580,1442566469
17240,1442566477
6060,1442566478
12740,1442566482
10240,1442566483
16920,1442566513
820,1442566516
2000,1442566519
18760,1442566527
14500,1442566546
12080,1442566560
10740,1442566562
19620,1442566565
16620,1442566578
300,1442566580
1940,1442566585
11300,1442566588
13460,1442566595
2420,1442566599
260,1442566607
18700,1442566617
11360,1442566622
3700,1442566625
11480,1442566629
2320,1442566638
16680,1442566650
17100,1442566652
5340,1442566654
13520,1442566658
5300,1442566665
17600,1442566665
8660,1442566669
8840,1442566670
8540,1442566672
13240,1442566678
16520,1442566684
17700,1442566687
16360,1442566687
11480,1442566689
4460,1442566703
19800,1442566704
12360,1442566707
19920,1442566712
9540,1442566717
10960,1442566729
420,1442566741
380,1442566750
440,1442566756
5960,1442566758
8580,1442566759
16880,1442566767
15140,1442566774
9140,1442566774
18700,1442566780
320,1442566788
16460,1442566790
19980,1442566794
12940,1442566812
15020,1442566819
8900,1442566824
6840,1442566841
17660,1442566843
6440,1442566860
15580,1442566861
1640,1442566866
7640,1442566874
7480,1442566883
15760,1442566902
12820,1442566905
380,1442566905
13640,1442566912
17500,1442566913
760,1442566923
19800,1442566945
4920,1442566951
16880,1442566972
17280,1442566979
19980,1442567007
11560,1442567025
940,1442567026
14280,1442567030
18700,1442567041
17360,1442567055
5840,1442567056
440,1442567066
680,1442567073
9180,1442567075
17380,1442567078
9560,1442567083
6460,1442567089
19120,1442567101
220,1442567103
480,1442567104
720,1442567107
2800,1442567109
1700,1442567112
7680,1442567113
14800,1442567116
18880,1442567117
15440,1442567117
3540,1442567119
620,1442567124
2000,1442567159
320,1442567169
140,1442567169
9180,1442567182
340,1442567182
2100,1442567184
13960,1442567192
10860,1442567202
2160,1442567231
18180,1442567234
6320,1442567242
15560,1442567247
19880,1442567256
18260,1442567259
14400,1442567261
1720,1442567277
260,1442567284
13440,1442567285
1200,1442567291
15540,1442567299
2860,1442567301
1360,1442567310
1140,1442567312
300,1442567318
320,1442567348
15020,1442567384
13220,1442567386
13320,1442567398
11880,1442567403
11960,1442567412
15980,1442567417
7460,1442567423
4300,1442567437
6540,1442567459
520,1442567459
7820,1442567461
7720,1442567468
19760,1442567472
17820,1442567487
10440,1442567488
16400,1442567504
16200,1442567510
4540,1442567511
3200,1442567514
15400,1442567522
6020,1442567525
1360,1442567526
7920,1442567526
5980,1442567529
14940,1442567541
17940,1442567541
13320,1442567553
17800,1442567564
1120,1442567566
280,1442567573
7900,1442567576
15840,1442567586
5440,1442567587
3920,1442567593
13620,1442567611
15400,1442567634
2880,1442567649
15200,1442567650
19140,1442567655
11000,1442567664
17120,1442567665
10620,1442567677
10120,1442567681
13160,1442567686
3540,1442567693
2420,1442567709
1140,1442567739
9020,1442567742
2040,1442567742
13420,1442567758
11660,1442567761
6460,1442567792
420,1442567793
7640,1442567794
15780,1442567807
13740,1442567809
2400,1442567812
1900,1442567814
2960,1442567816
19500,1442567821
19340,1442567830
15460,1442567836
5320,1442567886
8840,1442567900
4640,1442567902
4620,1442567907
3700,1442567907
260,1442567914
10800,1442567914
1740,1442567919
5580,1442567921
400,1442567923
1220,1442567929
340,1442567955
8420,1442567972
1740,1442567979
10660,1442567980
11960,1442567986
17600,1442568001
10660,1442568005
8720,1442568015
11440,1442568025
6540,1442568033
3140,1442568035
15700,1442568041
820,1442568042
13660,1442568046
11960,1442568050
12400,1442568053
1680,1442568060
1520,1442568062
12180,1442568071
10480,1442568071
17880,1442568076
17660,1442568076
18080,1442568084
1500,1442568085
1840,1442568102
10680,1442568154
7420,1442568159
13540,1442568162
9240,1442568166
16420,1442568178
13800,1442568179
2160,1442568196
1420,1442568197
5860,1442568210
9840,1442568218
13260,1442568221
18920,1442568251
1060,1442568256
9780,1442568271
6940,1442568289
5500,1442568293
11740,1442568293
11280,1442568303
12320,1442568303
6400,1442568308
8000,1442568313
15920,1442568317
900,1442568318
2120,1442568319
11340,1442568342
8460,1442568345
5460,1442568346
12240,1442568367
740,1442568380
11540,1442568398
6000,1442568421
9860,1442568441
9820,1442568445
9760,1442568447
12400,1442568458
18880,1442568469
7260,1442568469
2520,1442568472
12380,1442568479
9160,1442568489
16380,1442568491
19760,1442568499
280,1442568506
6320,1442568519
400,1442568519
7080,1442568539
9420,1442568546
1760,1442568552
10880,1442568595
6960,1442568596
1660,1442568601
14520,1442568602
10800,1442568616
980,1442568616
180,1442568619
1000,1442568621
5020,1442568632
2360,1442568649
13420,1442568653
5460,1442568655
15220,1442568658
1080,1442568660
10880,1442568663
9460,1442568665
15660,1442568669
1040,1442568693
4680,1442568696
260,1442568699
6680,1442568708
16140,1442568723
7140,1442568730
1600,1442568733
5040,1442568737
6420,1442568743
920,1442568744
14100,1442568753
6460,1442568759
14220,1442568760
16900,1442568761
4740,1442568762
11540,1442568769
3920,1442568774
14960,1442568775
160,1442568780
2980,1442568787
19640,1442568804
9140,1442568808
7760,1442568812
13840,1442568826
7420,1442568829
16680,1442568839
19540,1442568852
12820,1442568859
14360,1442568862
10460,1442568869
12020,1442568870
6020,1442568886
13020,1442568896
13980,1442568909
16760,1442568910
300,1442568914
10920,1442568922
11400,1442568927
400,1442568933
3100,1442568946
1760,1442568963
3460,1442568965
1300,1442568972
12300,1442568980
240,1442568986
9040,1442568992
19700,1442568993
8340,1442568998
8280,1442569008
14980,1442569016
8560,1442569017
17240,1442569026
6500,1442569031
10060,1442569039
18300,1442569044
7820,1442569045
14140,1442569048
260,1442569050
18740,1442569051
5060,1442569059
1700,1442569072
3280,1442569074
6000,1442569075
19840,1442569077
16380,1442569080
260,1442569080
4000,1442569081
3720,1442569081
3160,1442569082
16020,1442569087
1080,1442569095
5640,1442569111
10080,1442569117
7560,1442569126
240,1442569127
300,1442569134
6780,1442569141
740,1442569142
16800,1442569151
4260,1442569165
3740,1442569170
3480,1442569177
15020,1442569193
13080,1442569200
3240,1442569217
17200,1442569219
14280,1442569226
9860,1442569242
2560,1442569243
19620,1442569261
6700,1442569262
15380,1442569269
1600,1442569276
560,1442569279
10280,1442569283
5080,1442569293
940,1442569293
18260,1442569316
4120,1442569328
9980,1442569329
300,1442569351
6580,1442569357
16480,1442569365
7960,1442569369
700,1442569375
14960,1442569391
5600,1442569413
16500,1442569414
17060,1442569420
6800,1442569421
16260,1442569422
16860,1442569437
7680,1442569443
11140,1442569445
9380,1442569447
7660,1442569466
12580,1442569478
17580,1442569480
1260,1442569482
3400,1442569487
8160,1442569493
12060,1442569499
7100,1442569503
2980,1442569505
2100,1442569519
8660,1442569522
15160,1442569526
940,1442569528
4500,1442569553
15000,1442569555
1140,1442569557
9160,1442569566
3300,1442569574
1120,1442569599
10600,1442569618
11460,1442569624
16000,1442569628
2880,1442569633
3180,1442569634
520,1442569639
7060,1442569680
2120,1442569684
2880,1442569685
700,1442569688
17920,1442569689
340,1442569694
820,1442569695
2340,1442569701
2060,1442569707
7500,1442569712
12420,1442569736
13780,1442569740
5900,1442569761
18200,1442569770
15020,1442569779
14380,1442569803
7500,1442569812
160,1442569813
16700,1442569820
13100,1442569829
6660,1442569830
520,1442569831
2480,1442569836
10920,1442569861
1820,1442569861
1800,1442569868
12080,1442569868
3340,1442569871
4680,1442569883
11920,1442569886
11140,1442569891
13240,1442569900
5960,1442569905
16720,1442569918
160,1442569924
680,1442569931
16240,1442569932
6040,1442569942
1680,1442569954
7500,1442569968
11700,1442569969
5180,1442569975
10600,1442569979
8320,1442569981
340,1442569993
3480,1442569995
3220,1442570006
1380,1442570021
280,1442570037
11060,1442570057
1200,1442570068
17240,1442570075
1180,1442570089
13000,1442570091
14740,1442570106
200,1442570110
12120,1442570115
11100,1442570120
13860,1442570121
4360,1442570127
4000,1442570139
11680,1442570156
8520,1442570171
18480,1442570181
4480,1442570201
260,1442570228
2380,1442570228
7340,1442570235
3400,1442570242
18420,1442570244
5040,1442570253
3420,1442570253
2320,1442570288
6780,1442570292
3600,1442570302
18080,1442570303
1900,1442570307
6560,1442570331
16100,1442570336
8500,1442570341
2060,1442570346
1460,1442570355
660,1442570365
18280,1442570366
5000,1442570377
3700,1442570380
7560,1442570389
320,1442570396
3040,1442570399
5580,1442570405
12940,1442570423
10480,1442570436
19520,1442570445
9500,1442570471
3280,1442570482
280,1442570491
4660,1442570492
19880,1442570493
1220,1442570495
12740,1442570502
1760,1442570528
5040,1442570535
16140,1442570538
960,1442570539
15320,1442570550
13440,1442570557
17160,1442570573
12580,1442570576
1980,1442570583
8720,1442570599
280,1442570605
4020,1442570616
17240,1442570618
10220,1442570621
2760,1442570633
10880,1442570634
14540,1442570637
5800,1442570645
11860,1442570654
17080,1442570656
960,1442570667
16720,1442570680
5340,1442570682
18820,1442570719
15500,1442570723
1240,1442570735
2560,1442570740
18180,1442570750
9060,1442570753
5500,1442570762
19640,1442570764
360,1442570783
500,1442570810
6600,1442570813
13300,1442570858
7120,1442570869
12800,1442570887
7560,1442570890
9400,1442570892
9500,1442570896
6920,1442570910
6640,1442570918
19100,1442570925
1840,1442570927
1320,1442570946
15800,1442570951
1400,1442570962
12160,1442570967
18040,1442570968
1460,1442570971
8600,1442570976
2620,1442570981
440,1442570982
280,1442570985
11380,1442570986
3140,1442571005
2200,1442571017
15120,1442571021
17640,1442571036
13740,1442571038
4320,1442571049
1480,1442571053
6200,1442571090
6880,1442571102
320,1442571113
7480,1442571123
19360,1442571136
18680,1442571165
18120,1442571169
1420,1442571170
5740,1442571172
4700,1442571174
5540,1442571179
5480,1442571187
300,1442571200
10260,1442571219
3880,1442571246
600,1442571252
7840,1442571255
16120,1442571269
14300,1442571270
8980,1442571275
15180,1442571292
12600,1442571312
10580,1442571316
5260,1442571335
10920,1442571346
5340,1442571365
9580,1442571403
11520,1442571412
5560,1442571415
6660,1442571420
1420,1442571421
11180,1442571440
13560,1442571446
8140,1442571448
360,1442571450
1680,1442571454
18500,1442571474
2980,1442571484
2240,1442571504
14180,1442571505
4400,1442571507
13640,1442571512
18740,1442571516
15620,1442571517
9180,1442571518
19780,1442571521
15620,1442571521
18740,1442571528
10820,1442571537
6560,1442571541
11040,1442571551
10040,1442571552
10300,1442571565
7260,1442571566
16940,1442571592
7860,1442571597
1320,1442571604
2760,1442571612
18820,1442571619
10120,1442571620
1180,1442571637
2980,1442571659
17700,1442571663
260,1442571670
16600,1442571671
1680,1442571686
2800,1442571687
8900,1442571701
16580,1442571703
11760,1442571706
12260,1442571709
1500,1442571713
9700,1442571715
4480,1442571715
4040,1442571717
7980,1442571725
12160,1442571741
1500,1442571758
2820,1442571770
18500,1442571774
19760,1442571777
2820,1442571785
15620,1442571839
19840,1442571846
1400,1442571850
3060,1442571874
12980,1442571877
17040,1442571914
5480,1442571915
200,1442571920
12920,1442571920
2100,1442571928
3700,1442571934
17660,1442571942
8200,1442571962
17500,1442572007
13640,1442572030
6520,1442572040
11780,1442572040
18220,1442572049
260,1442572054
280,1442572058
1980,1442572059
7320,1442572071
160,1442572077
14560,1442572086
3480,1442572102
10120,1442572106
5020,1442572109
10840,1442572120
1300,1442572151
2320,1442572152
15460,1442572156
3860,1442572156
1380,1442572203
15040,1442572216
7040,1442572220
780,1442572229
5340,1442572241
1340,1442572277
500,1442572288
19440,1442572296
3180,1442572298
2600,1442572307
6720,1442572320
3520,1442572331
240,1442572332
5480,1442572352
6240,1442572352
11680,1442572362
7160,1442572375
19180,1442572377
880,1442572382
1380,1442572387
1380,1442572394
12140,1442572399
19300,1442572401
17960,1442572406
15040,1442572407
11200,1442572433
340,1442572467
16240,1442572475
1700,1442572476
15820,1442572479
780,1442572482
18360,1442572491
520,1442572491
4080,1442572492
7240,1442572506
3460,1442572523
260,1442572542
17860,1442572547
1040,1442572549
7840,1442572550
13820,1442572563
720,1442572584
5600,1442572602
18220,1442572609
11260,1442572618
5220,1442572619
10860,1442572630
1080,1442572637
4160,1442572649
18900,1442572650
10400,1442572654
520,1442572665
9860,1442572665
9300,1442572671
200,1442572678
12460,1442572689
2840,1442572689
260,1442572690
1800,1442572708
1040,1442572710
460,1442572728
14360,1442572728
14160,1442572734
7360,1442572759
19340,1442572787
200,1442572789
14000,1442572791
3540,1442572796
10020,1442572800
7820,1442572803
7240,1442572810
11920,1442572817
500,1442572818
18720,1442572823
16080,1442572825
1620,1442572831
8140,1442572835
1400,1442572844
4980,1442572846
1760,1442572849
180,1442572857
420,1442572875
14780,1442572878
9780,1442572881
5200,1442572894
260,1442572910
14400,1442572920
6680,1442572924
5960,1442572937
19640,1442572946
3960,1442572950
13000,1442572953
9300,1442572958
10680,1442572960
5620,1442572968
3540,1442572979
13900,1442572986
7980,1442572998
420,1442573014
15280,1442573015
2320,1442573054
5240,1442573065
12780,1442573070
3280,1442573095
9500,1442573112
200,1442573118
12500,1442573124
3220,1442573125
17180,1442573142
4480,1442573164
1960,1442573166
10180,1442573179
13340,1442573185
2180,1442573193
1400,1442573207
6380,1442573209
13780,1442573213
4640,1442573222
15160,1442573238
11940,1442573240
1560,1442573243
7000,1442573256
5700,1442573259
5980,1442573267
12620,1442573276
1360,1442573289
2640,1442573290
18820,1442573292
12320,1442573305
19260,1442573314
1560,1442573314
10200,1442573321
3480,1442573333
560,1442573354
7340,1442573359
5100,1442573359
4400,1442573361
10700,1442573380
2000,1442573383
11960,1442573387
18200,1442573394
9440,1442573397
2740,1442573399
16340,1442573400
12000,1442573419
560,1442573431
1060,1442573457
17360,1442573462
4240,1442573476
16020,1442573478
10940,1442573479
7480,1442573482
3440,1442573483
12460,1442573497
8640,1442573502
18200,1442573545
1380,1442573554
2920,1442573555
10240,1442573566
18540,1442573567
880,1442573574
1360,1442573589
4580,1442573593
940,1442573627
5240,1442573646
2460,1442573649
1420,1442573673
940,1442573673
2060,1442573673
7340,1442573677
420,1442573683
6500,1442573710
640,1442573747
3220,1442573760
5320,1442573767
15720,1442573784
7680,1442573791
2860,1442573818
18200,1442573836
1940,1442573839
4840,1442573846
15780,1442573856
16760,1442573861
2320,1442573866
16900,1442573872
4380,1442573882
3420,1442573886
3500,1442573886
13820,1442573898
18800,1442573901
2520,1442573917
18220,1442573950
6280,1442573952
5880,1442573959
5380,1442573962
3740,1442573969
3540,1442573996
19520,1442574059
11100,1442574066
3420,1442574070
3060,1442574079
12380,1442574082
16440,1442574090
5060,1442574094
120,1442574096
8020,1442574121
17520,1442574133
4380,1442574140
940,1442574149
240,1442574150
10420,1442574160
12200,1442574170
12380,1442574188
1020,1442574189
11940,1442574206
6440,1442574215
10940,1442574218
17000,1442574244
5960,1442574251
11420,1442574252
1520,1442574263
440,1442574272
4200,1442574279
11780,1442574280
18180,1442574283
12680,1442574286
16780,1442574294
17120,1442574305
12620,1442574305
14580,1442574308
3660,1442574318
3280,1442574321
9960,1442574343
1880,1442574350
4700,1442574352
2580,1442574387
14760,1442574389
7660,1442574389
14840,1442574399
5980,1442574402
14840,1442574409
2620,1442574409
3120,1442574415
15540,1442574417
4220,1442574427
500,1442574429
1920,1442574438
740,1442574450
5360,1442574460
11140,1442574477
840,1442574477
8060,1442574483
12280,1442574484
320,1442574501
14420,1442574505
16800,1442574507
11500,1442574519
2140,1442574523
17420,1442574543
2720,1442574549
16420,1442574570
2240,1442574576
3480,1442574580
19320,1442574599
580,1442574608
8740,1442574608
6880,1442574611
15000,1442574613
15660,1442574617
11140,1442574618
3880,1442574618
17880,1442574618
17520,1442574629
380,1442574639
18320,1442574639
9020,1442574655
460,1442574655
11120,1442574658
9000,1442574662
320,1442574670
5780,1442574679
9300,1442574712
17520,1442574715
13640,1442574722
240,1442574723
16260,1442574731
15000,1442574736
1900,1442574740
500,1442574740
16240,1442574745
12060,1442574745
7020,1442574747
6840,1442574762
900,1442574766
6640,1442574795
7220,1442574811
2540,1442574812
3080,1442574819
15780,1442574819
4160,1442574828
13640,1442574829
13520,1442574834
16800,1442574846
2640,1442574854
16980,1442574858
8620,1442574875
13260,1442574905
17260,1442574914
11960,1442574930
1680,1442574931
12980,1442574931
2920,1442574969
5880,1442574969
10960,1442574989
14740,1442575001
18500,1442575004
17000,1442575006
16160,1442575009
6820,1442575012
1680,1442575012
5060,1442575013
8940,1442575017
13980,1442575017
3060,1442575034
13780,1442575036
2680,1442575043
15280,1442575053
2320,1442575079
1400,1442575098
5680,1442575106
8340,1442575111
5700,1442575112
9020,1442575120
15100,1442575124
18000,1442575128
7800,1442575129
10100,1442575131
15460,1442575141
40,1442575150
4400,1442575157
14720,1442575177
15940,1442575187
1440,1442575194
17500,1442575219
1120,1442575222
11620,1442575245
16460,1442575253
11040,1442575262
11820,1442575281
9760,1442575289
14260,1442575301
18440,1442575301
760,1442575307
13500,1442575307
19400,1442575308
7000,1442575317
18040,1442575320
5260,1442575322
8840,1442575332
260,1442575352
12940,1442575374
16140,1442575393
6860,1442575395
4860,1442575403
480,1442575417
10760,1442575430
11020,1442575437
7540,1442575441
17340,1442575445
12040,1442575461
16020,1442575474
10720,1442575494
8940,1442575499
14960,1442575515
15580,1442575517
14380,1442575527
800,1442575529
8420,1442575531
16540,1442575532
12320,1442575533
60,1442575533
2320,1442575544
340,1442575572
380,1442575580
6140,1442575583
340,1442575587
9380,1442575624
2160,1442575700
9480,1442575703
6040,1442575735
1060,1442575735
18560,1442575742
15760,1442575742
3260,1442575775
11960,1442575776
1460,1442575812
13400,1442575816
1780,1442575816
4960,1442575816
10200,1442575823
12220,1442575836
15320,1442575854
14760,1442575864
6160,1442575869
4140,1442575897
1420,1442575925
280,1442575926
1700,1442575927
600,1442575941
16000,1442575942
18260,1442575949
11600,1442575955
19060,1442575959
11660,1442575975
6180,1442575998
240,1442576000
17080,1442576000
3040,1442576004
14220,1442576013
10560,1442576019
17260,1442576028
8100,1442576029
9860,1442576043
18640,1442576056
14320,1442576082
460,1442576091
6200,1442576095
10820,1442576118
6040,1442576139
10400,1442576163
600,1442576166
2320,1442576169
8020,1442576176
300,1442576210
17380,1442576211
10640,1442576211
8600,1442576218
13700,1442576259
18200,1442576283
11020,1442576305
7780,1442576309
17780,1442576311
7420,1442576328
260,1442576339
8080,1442576341
7420,1442576360
8900,1442576367
13440,1442576377
2400,1442576379
19140,1442576382
12200,1442576384
6920,1442576387
4000,1442576394
2500,1442576446
4480,1442576448
6500,1442576452
1000,1442576459
280,1442576462
4740,1442576467
220,1442576476
6700,1442576482
15600,1442576484
13460,1442576489
360,1442576496
7200,1442576498
11980,1442576511
10080,1442576517
12480,1442576559
16880,1442576560
5560,1442576564
5040,1442576568
2820,1442576571
10080,1442576572
4880,1442576583
19180,1442576585
1960,1442576596
12580,1442576605
8600,1442576622
14600,1442576630
5120,1442576631
17320,1442576631
12100,1442576672
6100,1442576681
10120,1442576709
9720,1442576714
380,1442576718
3680,1442576735
13980,1442576744
80,1442576746
2300,1442576751
4700,1442576759
11960,1442576760
17400,1442576783
980,1442576793
1440,1442576794
7540,1442576813
18660,1442576814
5180,1442576816
4700,1442576820
2220,1442576821
19380,1442576821
8000,1442576834
10920,1442576837
360,1442576849
6160,1442576852
5480,1442576858
15400,1442576867
7640,1442576869
4160,1442576872
11620,1442576886
15140,1442576896
13760,1442576914
5620,1442576923
1960,1442576923
8420,1442576932
5720,1442576934
13340,1442576971
16060,1442576979
11000,1442576980
3720,1442576982
7080,1442576988
2540,1442576998
1220,1442577003
2560,1442577027
13680,1442577032
840,1442577032
5260,1442577039
11480,1442577048
1280,1442577052
15360,1442577056
1840,1442577058
3580,1442577070
6340,1442577072
18020,1442577072
140,1442577072
10460,1442577091
420,1442577093
7880,1442577103
2140,1442577127
12100,1442577133
1440,1442577134
13040,1442577136
15800,1442577141
280,1442577153
920,1442577155
460,1442577162
10880,1442577166
1300,1442577176
16160,1442577181
8080,1442577212
17820,1442577226
15100,1442577231
12820,1442577231
10480,1442577234
8460,1442577243
8100,1442577250
15260,1442577257
14540,1442577260
3040,1442577261
17800,1442577283
2380,1442577283
2980,1442577288
980,1442577292
8540,1442577307
100,1442577309
4260,1442577312
8440,1442577324
2540,1442577352
15560,1442577353
9380,1442577354
13260,1442577365
320,1442577373
220,1442577380
16160,1442577382
3280,1442577387
1500,1442577389
15560,1442577389
5580,1442577394
19780,1442577403
15720,1442577407
560,1442577411
12320,1442577419
8520,1442577419
16740,1442577434
13440,1442577439
18760,1442577449
180,1442577462
4280,1442577466
2100,1442577518
18300,1442577532
2480,1442577536
12420,1442577540
1460,1442577560
1020,1442577562
14040,1442577573
13260,1442577592
2840,1442577602
1340,1442577626
5280,1442577640
14480,1442577648
7140,1442577649
1840,1442577664
780,1442577677
7580,1442577698
11760,1442577698
9220,1442577699
8100,1442577702
17880,1442577703
15980,1442577713
17820,1442577717
12840,1442577728
12620,1442577730
4860,1442577730
1800,1442577752
5320,1442577753
220,1442577783
3960,1442577801
16520,1442577802
15120,1442577813
6580,1442577819
1440,1442577819
280,1442577831
5300,1442577833
11100,1442577867
3360,1442577870
10000,1442577883
17160,1442577891
11380,1442577899
18040,1442577912
360,1442577928
14020,1442577933
16220,1442577954
680,1442577956
6140,1442577958
4680,1442577972
1940,1442577980
2860,1442577984
240,1442578005
7480,1442578008
8940,1442578019
18440,1442578020
12760,1442578040
460,1442578049
1140,1442578059
1380,1442578069
13480,1442578081
1900,1442578091
1900,1442578115
13940,1442578135
380,1442578138
1080,1442578144
10300,1442578172
380,1442578173
2320,1442578177
1740,1442578178
1000,1442578192
12300,1442578204
8440,1442578224
5400,1442578256
4740,1442578276
16140,1442578277
4180,1442578282
11860,1442578284
16760,1442578289
2540,1442578306
4340,1442578310
880,1442578311
16600,1442578329
19860,1442578333
1980,1442578338
1680,1442578351
10640,1442578369
8660,1442578373
12840,1442578376
19180,1442578382
180,1442578384
1100,1442578384
680,1442578387
2120,1442578388
320,1442578388
880,1442578393
80,1442578394
15820,1442578399
16280,1442578403
10080,1442578409
19480,1442578409
8280,1442578417
6060,1442578427
9780,1442578433
360,1442578445
5960,1442578446
5380,1442578465
3340,1442578467
9360,1442578485
12740,1442578493
3600,1442578505
16540,1442578508
420,1442578510
5580,1442578525
12940,1442578541
420,1442578543
140,1442578546
8220,1442578550
920,1442578580
700,1442578584
13340,1442578609
9400,1442578623
1600,1442578629
5320,1442578640
6720,1442578644
9780,1442578646
17060,1442578647
13660,1442578651
14600,1442578654
1700,1442578654
17560,1442578655
6100,1442578659
340,1442578662
11480,1442578664
3820,1442578673
13740,1442578681
7640,1442578683
17040,1442578693
8800,1442578698
4720,1442578703
1040,1442578706
14460,1442578718
18420,1442578735
15620,1442578748
19860,1442578767
19140,1442578780
540,1442578809
3600,1442578809
10080,1442578817
18280,1442578826
18060,1442578828
11800,1442578852
10660,1442578854
16540,1442578856
2080,1442578857
1740,1442578865
16720,1442578866
19520,1442578870
2900,1442578871
5640,1442578875
9220,1442578877
16040,1442578895
1360,1442578905
18620,1442578916
2660,1442578928
8500,1442578930
9520,1442578936
260,1442578949
8340,1442578975
15520,1442578986
280,1442578987
16200,1442578988
1800,1442578988
2520,1442579006
18800,1442579078
13420,1442579113
4640,1442579117
3120,1442579126
5680,1442579139
8440,1442579148
17640,1442579163
12200,1442579188
11440,1442579190
6480,1442579209
12940,1442579211
7360,1442579215
17160,1442579223
11860,1442579227
17020,1442579230
7300,1442579275
9300,1442579276
11400,1442579280
13540,1442579286
14660,1442579299
9340,1442579319
3260,1442579320
7320,1442579340
16060,1442579343
5460,1442579350
10020,1442579355
1160,1442579359
17260,1442579360
11840,1442579378
660,1442579388
14760,1442579400
140,1442579423
5200,1442579424
9540,1442579450
16080,1442579463
8120,1442579464
860,1442579476
15460,1442579484
7940,1442579491
16580,1442579514
2140,1442579517
14820,1442579518
19020,1442579522
17380,1442579535
19580,1442579549
14800,1442579559
12760,1442579561
19940,1442579566
4940,1442579567
15360,1442579573
160,1442579583
7280,1442579594
7760,1442579610
13020,1442579625
6740,1442579634
10800,1442579645
10140,1442579654
17160,1442579666
18800,1442579684
18860,1442579693
11800,1442579726
200,1442579726
1180,1442579739
11100,1442579753
15120,1442579773
19980,1442579780
2740,1442579781
12360,1442579839
16720,1442579840
8660,1442579862
11060,1442579864
360,1442579869
480,1442579879
9280,1442579885
13300,1442579895
9920,1442579895
12800,1442579902
11720,1442579933
7220,1442579936
11860,1442579938
4820,1442579956
19320,1442579969
13780,1442579972
16480,1442579992
2040,1442579992
8920,1442579995
14720,1442579998
17300,1442580002
1700,1442580010
6120,1442580015
4760,1442580018
6620,1442580028
3480,1442580048
2360,1442580074
2000,1442580082
1840,1442580086
5840,1442580091
12900,1442580096
16040,1442580100
11220,1442580105
12520,1442580116
16780,1442580128
6640,1442580137
4100,1442580149
7740,1442580158
360,1442580158
2820,1442580159
5100,1442580159
19900,1442580177
1740,1442580180
3200,1442580183
220,1442580183
5380,1442580199
17560,1442580204
8620,1442580211
11720,1442580212
8580,1442580214
17800,1442580215
19420,1442580224
19140,1442580252
13840,1442580254
2500,1442580263
14940,1442580278
4940,1442580280
15680,1442580285
13540,1442580295
400,1442580297
6060,1442580306
3400,1442580310
5680,1442580323
14040,1442580334
9440,1442580341
340,1442580343
1800,1442580345
1380,1442580378
17840,1442580383
260,1442580387
10120,1442580390
12640,1442580395
11720,1442580414
2100,1442580420
320,1442580424
14920,1442580425
8960,1442580427
19760,1442580450
10240,1442580455
6180,1442580472
15680,1442580473
8260,1442580494
14060,1442580512
3860,1442580518
2820,1442580521
800,1442580529
240,1442580533
4800,1442580537
1520,1442580538
16900,1442580547
16960,1442580549
320,1442580579
19060,1442580579
460,1442580593
320,1442580602
15120,1442580611
17320,1442580627
10580,1442580627
18960,1442580629
3100,1442580642
6560,1442580649
6780,1442580650
10500,1442580650
2360,1442580653
380,1442580655
680,1442580659
6800,1442580671
19220,1442580684
1820,1442580693
280,1442580701
19880,1442580704
14960,1442580721
280,1442580745
14660,1442580748
10780,1442580782
13060,1442580790
12800,1442580801
19540,1442580803
14640,1442580810
11460,1442580824
1880,1442580825
3360,1442580828
360,1442580835
920,1442580837
2760,1442580845
1280,1442580852
9720,1442580877
4400,1442580882
6960,1442580899
1500,1442580899
800,1442580912
3920,1442580920
11500,1442580933
17600,1442580941
17500,1442580946
560,1442580949
10960,1442580950
19680,1442580955
19880,1442580960
16940,1442581001
7980,1442581010
10120,1442581016
460,1442581021
13120,1442581024
18520,1442581037
1860,1442581045
14180,1442581052
3300,1442581055
15560,1442581056
980,1442581065
2740,1442581111
3700,1442581118
1780,1442581131
4920,1442581135
1300,1442581147
8520,1442581150
280,1442581152
14120,1442581161
18020,1442581161
6720,1442581163
13980,1442581170
8340,1442581171
740,1442581177
19720,1442581195
13160,1442581202
7580,1442581206
12140,1442581211
900,1442581220
13900,1442581225
10300,1442581250
11580,1442581250
4540,1442581264
2340,1442581269
18240,1442581276
7480,1442581285
4780,1442581296
3360,1442581311
320,1442581330
9700,1442581344
15300,1442581350
3140,1442581351
10280,1442581371
17320,1442581376
13380,1442581377
1300,1442581386
5900,1442581403
11600,1442581423
14700,1442581444
5640,1442581447
16620,1442581492
420,1442581494
6220,1442581500
17060,1442581504
6240,1442581518
180,1442581523
12200,1442581527
3340,1442581535
19360,1442581537
16980,1442581544
6840,1442581547
6540,1442581548
3840,1442581549
6020,1442581550
1020,1442581567
1640,1442581573
6720,1442581588
15180,1442581599
9400,1442581602
