40000	1506605497
40000	1506605498
40080	1506605499
11620	1506605499
40051	1506605500
40060	1506605501
40076	1506605502
40056	1506605503
40059	1506605504
40054	1506605505
40062	1506605506
40066	1506605507
40056	1506605508
3200	1506605509
40048	1506605509
40061	1506605510
40061	1506605511
40064	1506605512
40044	1506605513
2480	1506605513
40061	1506605514
1780	1506605515
15100	1506605515
8740	1506605515
40072	1506605515
40053	1506605516
40066	1506605517
40057	1506605518
40064	1506605519
40056	1506605520
40050	1506605521
40065	1506605522
40043	1506605523
40049	1506605524
40054	1506605525
40056	1506605526
40054	1506605527
40050	1506605528
40060	1506605529
40061	1506605530
40056	1506605531
6260	1506605532
40041	1506605532
40051	1506605533
40059	1506605534
40055	1506605535
40061	1506605536
40067	1506605537
40055	1506605538
40052	1506605540
40052	1506605541
40062	1506605542
40057	1506605543
40055	1506605544
40057	1506605545
40069	1506605546
40066	1506605547
40063	1506605548
40073	1506605549
40059	1506605550
40056	1506605551
40051	1506605552
40052	1506605553
40052	1506605554
40059	1506605555
40084	1506605556
40068	1506605557
40054	1506605558
40058	1506605559
40055	1506605560
40065	1506605561
40057	1506605562
40068	1506605563
40058	1506605564
40065	1506605565
40063	1506605566
40050	1506605567
40057	1506605568
40055	1506605569
40073	1506605570
40065	1506605571
40058	1506605572
40078	1506605573
40056	1506605574
40064	1506605575
40056	1506605576
11480	1506605576
40065	1506605577
40059	1506605578
40054	1506605579
40059	1506605580
40063	1506605581
40054	1506605582
40061	1506605583
40065	1506605584
40074	1506605585
40057	1506605586
40058	1506605587
40054	1506605588
40060	1506605589
40063	1506605590
40061	1506605591
40073	1506605592
40071	1506605593
40061	1506605594
40054	1506605595
40055	1506605596
40068	1506605597
40058	1506605598
40050	1506605599
40065	1506605600
40059	1506605601
40075	1506605602
8900	1506605602
40062	1506605603
40060	1506605604
40070	1506605605
280	1506605606
40063	1506605606
40058	1506605607
40074	1506605608
40073	1506605609
40064	1506605610
40057	1506605611
1160	1506605611
40059	1506605612
40061	1506605614
40069	1506605615
40055	1506605616
40062	1506605617
40057	1506605618
40059	1506605619
40064	1506605620
40056	1506605621
40076	1506605622
5660	1506605622
40061	1506605623
19880	1506605623
40062	1506605624
40057	1506605625
40068	1506605626
40048	1506605627
40072	1506605628
40050	1506605629
40067	1506605630
40045	1506605631
40067	1506605632
40058	1506605633
40056	1506605634
40062	1506605635
40068	1506605636
40059	1506605637
40049	1506605638
40048	1506605639
40059	1506605640
40071	1506605641
40066	1506605642
40066	1506605643
40056	1506605644
